"";"fala";"autor";"comentario";"data"
"568";"- Andreia da Silva Lima, Diretora-Executiva da empresa VTCLog;";"Renan Calheiros";"Secom";"26/10/2021"
"569";"- Carlos Alberto de Sá, sócio da empresa VTCLog;";"Renan Calheiros";"Secom";"26/10/2021"
"570";"- Teresa Cristina Reis de Sá, sócia da empresa VTCLog;";"Renan Calheiros";"Secom";"26/10/2021"
"571";"- José Ricardo Santana, ex-Secretário da Anvisa, formação de organização criminosa;";"Renan Calheiros";"Secom";"26/10/2021"
"572";"- Marconny Nunes Ribeiro Albernaz de Faria, lobista, art. 2º, caput, formação de organização criminosa;";"Renan Calheiros";"Secom";"26/10/2021"
"573";"- Daniella de Aguiar Moreira da Silva, médica da Prevent Senior, art. 121, caput, combinado com os arts. 13, §2º, alínea ""b"", e 14, todos do Código Penal;";"Renan Calheiros";"Secom";"26/10/2021"
"574";"- Pedro Benedito Batista Júnior, Diretor-Executivo da Prevent Senior, arts. 132 perigo para a vida ou saúde de outrem, 269 omissão de notificação de doença e 299, caput falsidade ideológica, todos do Código Penal; e art. 7º, ""k"" , do Tratado de Roma Decreto 4.388, de 2002;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"575";"- Paola Werneck, médica da Prevent Senior, art. 132 perigo para a vida ou saúde de outrem do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"576";"- Carla Guerra, médica da Prevent Senior, art. 132 e art. 7º, k ;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"577";"- Rodrigo Esper, médico da Prevent Senior;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"578";"- Fernando Oikawa, médico da Prevent Senior, perigo para a vida ou saúde de outrem do Código Penal; e art. 7º do Tratado de Roma Decreto 4.388, de 2002;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"579";"- Daniel Garrido Baena, médico da Prevent Senior, art. 299, caput falsidade ideológica, do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"580";"- João Paulo F. Barros, médico da Prevent Senior, art. 299, caput falsidade ideológica, do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"581";"- Fernanda de Oliveira Igarashi, médica também da Prevent Senior, art. 299, caput falsidade ideológica, do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"582";"- Fernando Parrillo, dono da Prevent Senior, art. 132;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"583";"- Eduardo Parrillo, também dono da Prevent Senior, arts. 132, 269 e 299;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"584";"- Flávio Cadegiani, médico que fez estudo com proxalutamida, art. 7º, ""k"" , do Tratado de Roma Decreto 4.388, de 2002;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"585";"- Wilson Miranda Lima, Governador do Estado do Amazonas, arts. 267, 319;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"586";"- Marcellus José Barroso Campêlo, Secretário Estadual de Saúde do Estado do Amazonas;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"587";"- Heitor Freire de Abreu, ex-Subchefe de Articulação e Monitoramento da Casa Civil da Presidência da República e ex-Coordenador do Centro de Coordenação das Operações do Comitê de Crise da Covid, art. 267 do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"588";"- Marcelo Bento Pires, Assessor do Ministério da Saúde, art. 321 do Código Penal;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"589";"- Alex Lial Marinho, ex-Coordenador de Logística do Ministério da Saúde;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"590";"- Thiago Fernandes da Costa, Assessor Técnico do Ministério da Saúde;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"591";"- Regina Célia Oliveira, Fiscal de Contrato no Ministério da Saúde;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"592";"- Hélio Angotti Neto, Secretário de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde do Ministério da Saúde;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"593";"- José Alves Filho, dono do Grupo José Alves, do qual faz parte a Vitamedic, art. 267;";"Renan Calheiros";"crime contra a humanidade";"26/10/2021"
"594";"- Amilton Gomes de Paula , representante da Senah, art. 332, caput, do Código Penal;";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"595";"- Precisa Comercialização de Medicamentos Ltda.;";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"596";"- VTCLog Logística;";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"597";"- O 81º, Senador Heinze.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"598";"Por fim, Sr. Presidente, eu queria só destacar que, em meio aos acréscimos sugeridos, nós acolhemos, com muita satisfação, melhorias promovidas ao relatório inicialmente posto aqui, naquela leitura que fiz.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"599";"Primeiro, um novo capítulo sobre política externa do Governo Federal na pandemia, geopolítica; segundo, aprofundamento do capítulo sobre a crise no Amazonas; melhorias no capítulo sobre a população negra; medidas para aumentar a transparência do Governo Federal; registro da live do Presidente em que associa a vacina e a AIDS; consequente proposta de afastamento do Presidente, seu banimento das redes sociais mediante ação a ser proposta pela Advocacia do Senado Federal, já anunciada aqui tanto pelo Senador Randolfe quanto pelo Senador Alessandro Vieira; pedido de investigação pelo Tribunal de Contas da União da ação da Conitec sobre a hidroxicloroquina, solicitando a anulação da reunião e realização de outra reunião com bases científicas e com prazo definido; definição do encaminhamento de documentos sigilosos às autoridades competentes – isso aqui é um outro avanço, um outro legado desta Comissão Parlamentar de Inquérito, porque sempre todas as Comissões se deparavam e gastavam muita energia com essa discussão de sigilo, se poderia mandar o sigilo ou se só o Presidente do Senado poderia fazê-lo a partir dos sigilos compartilhados a esta Comissão Parlamentar de Inquérito, e nós deixamos, com relação a isso, também um legado, uma decisão que será utilizada pelas próximas Comissões Parlamentares de Inquérito –; indiciamento de outras 13 pessoas por crimes praticados durante a pandemia, já citadas detalhadamente nos indiciamentos que acabo de ler.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"600";"Eu queria, para encerrar, Presidente, só lembrar alguns avanços, já que eu falei em legado desta Comissão Parlamentar de Inquérito, que foram tomados antes mesmo da conclusão dos nossos trabalhos.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"601";"O Tribunal de Contas da União abriu a questão do caso do auditor, com quebra de sigilos relacionados ao caso do auditor.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"602";"No caso Covaxin, o Tribunal de Contas pediu cópia dos documentos da contratação da vacina indiana Covaxin, inclusive das quebras de sigilo.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"603";"Da CGU, diante do que foi revelado na CPI, auditores defenderam, no curso da investigação preliminar sumária, solicitar cópia de documentos, ouvir Senadores que prestaram depoimentos na Comissão e analisar a fraude de documentos destrinchada na Comissão Parlamentar de Inquérito.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"604";"VTCLog, investigação preliminar sumária foi aberta para apurar suposto pagamento de despesa de Roberto Dias por subsidiária da VTCLog.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"605";"Providência do Ministério Público Federal, o TCU abriu investigação e cancelou o aditivo do contrato da VTCLog, uma providência concreta.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"606";"Caso Covaxin, a CPI compartilhou depoimentos relacionados ao caso para instrução de procedimento criminal em curso na Procuradoria da República do Distrito Federal.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"607";"Mercado paralelo de vacina, a Procuradoria no Distrito Federal pediu documentos da CPI para instruir procedimento aberto.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"608";"Sobre a Anvisa Agência Nacional de Vigilância Sanitária, amigo de Roberto Ferreira Dias, a Corregedoria da Anvisa apura a conduta do ex-Secretário da agência José Ricardo Santana e de outro servidor da Anvisa, a partir de história investigada por esta Comissão Parlamentar de Inquérito. Amigo de Roberto Ferreira Dias demitido do Ministério da Saúde por suspeita de propina, Santana foi citado como participante do jantar de negociação de vacinas inexistentes.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"609";"Caso Covaxin, prevaricação do Presidente da República. A PGR pediu ao Supremo Tribunal Federal a abertura de inquérito para investigar prevaricação do Presidente da República a partir de denúncia desta Comissão Parlamentar de Inquérito.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"610";"Da Agência Nacional de Saúde Suplementar, a atuação da CPI de convocar representantes da Prevent Senior para explicar denúncias de manipulação em pesquisas com paciente de tratamento indiscriminado com doses ineficazes, levou a ANS a agir e pedir o compartilhamento de documentos.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"611";"Conselho Regional de Medicina de São Paulo, sindicância do caso Prevent Senior solicitou informações, provas e depoimento do médico Pedro Benedito Batista Junior, Diretor da Prevent Senior, que prestou depoimento a esta Comissão Parlamentar de Inquérito no dia 22.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"612";"Polícia Federal abriu, como consequência da CPI, investigação sobre a Precisa.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"613";"Polícia Federal abriu inquérito para investigar o Presidente da República por crime de prevaricação.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"614";"Nós também recebemos a cópia de uma análise, pelo Tribunal de Contas da União, das motociatas realizadas pelo Presidente da República em plena pandemia.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"615";"Inquérito do MP de São Paulo, da Prevent Senior.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"616";"CPI da Alesp, Prevent Senior.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"617";"Derrubada de contas de fake news em redes sociais variadas de muitos citados aqui, hoje inclusive, nesta Comissão Parlamentar de Inquérito, e reconhecimento mundial do relatório como o primeiro documento que sistematizou e apurou crimes, erros e omissões do Governo, no caso brasileiro.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"618";"Era isso, Sr. Presidente.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"619";"Eu queria agradecer também aos internautas que, mais uma vez, tiveram uma participação ativa e destacada nesta Comissão Parlamentar de Inquérito, especialmente aos cerca de 150 integrantes do grupo Camarote da CPI, voluntários que contribuíram com esta Comissão Parlamentar de Inquérito na checagem de números, na exposição das contradições postas aqui pelo Governo Federal nesta Comissão Parlamentar de Inquérito, na formulação de perguntas.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"620";"Eu me recordo que, na primeira vez em que esteve aqui o Pazuello, eu abri para os internautas colaborarem com a formulação de perguntas e, em uma hora, nós já tínhamos recebido mais de 6 mil perguntas formuladas. Isso é uma contribuição inestimável que, mais uma vez, eu queria agradecer.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"621";"Era isso, Sr. Presidente, por ora.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"622";"Muito obrigado.";"Renan Calheiros";"Reverendo Amilton";"26/10/2021"
"623";"– Obrigado, Sr. Relator.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"624";"Feita a complementação de voto ao relatório do Senador Renan Calheiros, nós daremos sequência à discussão.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"625";"Quero informar a todos os colegas a dinâmica que esta Presidência adotará.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"626";"Cada colega Senador, seja ele membro efetivo, membro suplente ou não membro desta Comissão Parlamentar de Inquérito, terá até 15 minutos, improrrogáveis por parte desta Presidência, para a sua intervenção. Conclusa a discussão, nós passaremos à votação do relatório. A votação será pelo sistema nominal e ostensivo e cada colega Senador membro efetivo desta Comissão Parlamentar de Inquérito terá até um minuto para proclamar o seu voto em relação ao relatório do Senador Renan Calheiros.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"627";"Dando sequência, então, o primeiro Senador inscrito para discussão é o Senador Humberto Costa.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"628";"V. Exa. tem 15 minutos para debater.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"629";"– Sr. Presidente, Sras. Senadoras, Srs. Senadores, quero iniciar aqui as minhas palavras fazendo as minhas homenagens a todos os mortos por essa pandemia, às suas famílias, e registrar aqui um número que tem que ficar para a história.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
"630";"Ali nós temos 605.884 e vários estudos científicos feitos sobre a pandemia no Brasil dizem que, desses 605.884, 450 mil poderiam estar vivos não fosse a incompetência, a negligência e a omissão deste Governo.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
"631";"Quero me congratular com o Presidente desta Comissão, Omar Aziz, que deu uma condução firme e democrática a esse trabalho, com o nosso Vice-Presidente, Randolfe Rodrigues, não só por ter sido o primeiro signatário do pedido desta CPI, mas por ter dado uma contribuição muito efetiva, e saudar aqui o nosso Relator, Renan Calheiros. Tive a oportunidade de, na primeira reunião do G6 – naquela época eram seis –, indicar, sugerir o nome de V. Exa. como Relator e não me arrependo, me sinto orgulhoso pelo trabalho que V. Exa. fez.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
"632";"Quero saudar todas as nossas companheiras que aqui participaram – Simone Tebet, Eliziane, Zenaide, Soraya, Leila –, todos os demais companheiros, suplentes e titulares; saudar todos os servidores e as servidoras que nos ajudaram aqui, nessa tarefa tão difícil; e também saudar os internautas, diversos grupos que participaram, os Tesoureiros do Jair e vários outros. Eu quero agradecer também.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
"633";"E quero dizer, Sr. Presidente, que esse relatório coroa um esforço. Essa CPI foi fundamental para a história do nosso País. Ela foi capaz de catalisar a atenção e a insatisfação da população brasileira, que se encontravam dispersas. Ela trouxe luzes sobre os fatos acontecidos em toda a pandemia e conseguiu provar uma tese central que diz que há estratégia escolhida pelo Governo Bolsonaro para superar a pandemia e o coronavírus foi a adoção da busca da imunidade coletiva pela transmissão da doença. E nós conseguimos provar isso, que representa um crime com dolo eventual. E, por isso, o Senhor Presidente da República e alguns dos seus auxiliares estão enquadrados no crime de epidemia com resultado morte, com penas que vão de 15 a 30 anos de prisão. Eu espero que a justiça seja feita e eles possam pagar por esses crimes.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
"634";"Na verdade, esse Governo, o tempo inteiro, ficou preocupado tão somente com a questão da economia por conta do desejo de reeleição do Presidente da República. Sabotou as medidas preventivas de Estados e Municípios; subestimou a gravidade da doença; negou-se a estimular a testagem; demorou a implantar leitos de UTIs; e, na sua rede de hospitais do Rio de Janeiro, metade dos leitos ficaram fechados durante o processo da pandemia, quando poderiam ter ajudado no enfrentamento da crise. Negou aos profissionais de saúde equipamentos de proteção individual e, ao lado disso, propagou a utilização de medicamentos sem qualquer eficácia, para dar à população uma falsa segurança que permitisse que ela quebrasse o confinamento. Ao mesmo tempo, propiciou a empresas inescrupulosas lucros astronômicos, fortalecidos por relações promíscuas com maus profissionais e más instituições de saúde, planos de saúde que tiveram lucros astronômicos por passarem mais de um ano sem prestar os serviços comuns que deveriam ser prestados aos seus servidores e outras que resolveram, além disso, fazer experiências pseudocientíficas sem autorização de pessoas e de famílias.";"Humberto Costa";"Bloco Parlamentar da Resistência Democrática/PT - PE. Para discutir.";"26/10/2021"
